text,label
"Is there a relationship between exercise and mental health?",analysis
"Compare the fuel efficiency of these two cars.",analysis
"Analyze the data from this survey and identify the main demographics of the respondents.",analysis
"Extract the key dates and deadlines from this project plan.",analysis
"Summarize the main findings of this scientific study.",analysis
"Is there a difference in academic performance between boys and girls?",analysis
"Compare the effectiveness of these two teaching methods.",analysis
"Analyze the data and identify any outliers or anomalies.",analysis
"Extract the names and job titles of the employees from this company directory.",analysis
"Summarize the main points of this news report.",analysis
"Is there a correlation between income and happiness?",analysis
"Compare the environmental impact of these two modes of transportation.",analysis
"Analyze the data and identify any patterns or trends.",analysis
"Extract the product descriptions from this online shopping website.",analysis
"Summarize the main arguments presented in this essay.",analysis
"Is there a statistically significant difference between the two groups of students?",analysis
"Compare the effectiveness of these two marketing strategies.",analysis
"Analyze the sales figures for the last quarter and identify any trends or patterns.",analysis
"Extract all the email addresses from the contact list I provided.",analysis
"Is there a table in the document that shows the population growth over time?",analysis
"Analyze the sentiment of the customer reviews to understand their overall satisfaction.",analysis
"Analyze the data in this spreadsheet and tell me the average sales per month.",analysis
"Extract the phone numbers from this list of contacts.",analysis
"Summarize the key findings of this research paper.",analysis
"Can you identify any outliers in this dataset?",analysis
"Analyze the data in this chart and tell me the main trends.",analysis
"Extract the names of the participants from this attendance sheet.",analysis
"Can you create a summary of this meeting transcript?",analysis
"Is there a significant correlation between these two variables?",analysis
"Compare the performance of these two investment portfolios.",analysis
"Analyze the customer feedback and identify areas for improvement.",analysis
"Extract the key performance indicators from this business report.",analysis
"Can you generate a chart that shows the sales trends over time?",analysis
"Identify any duplicate entries in this database.",analysis
"Compare the two versions of this document and highlight the changes.",analysis
"Analyze the data and identify any recurring patterns or anomalies.",analysis
"Extract the key dates and events from this historical timeline.",analysis
"Summarize the main findings of this economic report.",analysis
"Is there a correlation between education level and income?",analysis
"Compare the performance of these two athletes based on the provided statistics.",analysis
"Analyze the data and identify any potential risks or opportunities.",analysis
"Extract the names and contact information of potential clients from this list.",analysis
"Summarize the key points of this political speech.",analysis
"Is there a difference in voter turnout between different age groups?",analysis
"Compare the effectiveness of these two advertising campaigns.",analysis
"Analyze the data and identify any emerging trends in consumer behavior.",analysis
"Extract the product features and specifications from this technical document.",analysis
"Summarize the main conclusions of this scientific research paper.",analysis
"Is there a correlation between exercise and weight loss?",analysis
"Compare the safety ratings of these two car models.",analysis
"Analyze the data and identify any potential areas for cost savings.",analysis
"Extract the key financial metrics from this company's annual report.",analysis
"Summarize the main points of this legal contract.",analysis
"Is there a difference in customer satisfaction between different service providers?",analysis
"Compare the effectiveness of these two marketing campaigns.",analysis
"Analyze the data and identify any potential fraud or suspicious activity.",analysis
"Extract the customer names and their order details from this sales report.",analysis
"Summarize the key findings of this market research study.",analysis
"Is there a correlation between social media usage and mental health?",analysis
"Compare the environmental impact of these two energy sources.",analysis
"Analyze the data and identify any factors that contribute to employee turnover.",analysis
"Extract the employee names and their performance ratings from this HR report.",analysis
"Summarize the main recommendations of this consulting report.",analysis
"Is there a difference in student outcomes between different schools?",analysis
"Compare the effectiveness of these two teaching methods.",analysis
"Analyze the data and identify any potential areas for business growth.",analysis
"Extract the key financial ratios from this company's balance sheet.",analysis
"Summarize the main points of this government policy document.",analysis
"Is there a correlation between economic growth and unemployment rates?",analysis
"Compare the healthcare systems of these two countries.",analysis
"Analyze the data and identify any potential public health risks.",analysis
"Extract the patient names and their medical diagnoses from this hospital database.",analysis
"Summarize the main findings of this medical research study.",analysis
"Is there a difference in life expectancy between men and women?",analysis
"Compare the effectiveness of these two treatments for cancer.",analysis
"Describe the scene and the objects present in this image.",vision
"Is there a boat in this picture?",vision
"Analyze the lighting and shadows in this photograph.",vision
"Can you identify the type of fruit in this image?",vision
"Estimate the distance between the camera and the object in this picture.",vision
"Describe the emotions conveyed by the person in this image.",vision
"Is there a bicycle in this picture?",vision
"Analyze the fashion style of the people in this photo.",vision
"Can you identify the species of this bird?",vision
"Estimate the weight of the object in this image.",vision
"Describe the architectural style of this building.",vision
"Is there a bridge in this picture?",vision
"Analyze the composition of this painting.",vision
"Can you identify the brand of this watch?",vision
"Generate a 3D model of this piece of furniture based on the image.",vision
"Describe the clothing and hairstyles of the people in this image.",vision
"Is there a dog in this picture?",vision
"Analyze the use of symbolism in this painting.",vision
"Can you identify the type of food in this image?",vision
"Estimate the age of the tree in this picture.",vision
"Describe the landscape and the natural features in this image.",vision
"Is there a mountain in this picture?",vision
"Analyze the perspective and depth of field in this photograph.",vision
"Can you identify the type of plant in this image?",vision
"Estimate the time of day based on the lighting in this picture.",vision
"Describe the facial expressions of the people in this image.",vision
"Is there a cat in this picture?",vision
"Analyze the use of color in this advertisement.",vision
"Can you identify the type of animal in this image?",vision
"Estimate the speed of the car in this picture.",vision
"What are the causes of air pollution?",search
"Find information on the latest developments in space exploration.",search
"Search for online courses on how to learn a new language.",search
"How do I bake a cake?",search
"What are the best places to go camping?",search
"Find the definition of the word 'ubiquitous'.",search
"Search for quotes about perseverance.",search
"What are the health benefits of yoga?",search
"Find information on the history of music.",search
"Can you write a poem?",search
"What are the effects of climate change?",search
"Find information on the latest scientific discoveries.",search
"Search for DIY projects for home decoration.",search
"How do I change a flat tire?",search
"What are the best ways to invest money?",search
"Find the definition of the word 'sonder'.",search
"Search for quotes about kindness.",search
"What are the health benefits of meditation?",search
"Find information on the history of art.",search
"Can you tell me a story?",search
"What are the causes of inflation?",search
"Find information on the latest advancements in robotics.",search
"Search for online tutorials on how to play the piano.",search
"How do I create a website?",search
"What are the best places to go stargazing?",search
"Find the definition of the word 'serendipity'.",search
"Search for quotes about courage.",search
"What are the health benefits of running?",search
"Find information on the history of literature.",search
"Can you write a song?",search
"What are the effects of social media?",search
"Find information on the latest trends in fashion.",search
"Search for DIY projects for gardening.",search
"How do I make a reservation at a hotel?",search
"What are the best places to visit in Europe?",search
"Find the definition of the word 'nostalgia'.",search
"Search for quotes about success.",search
"What are the health benefits of sleep?",search
"Find information on the history of science.",search
"Can you tell me a bedtime story?",search
"What are the causes of homelessness?",search
"Find information on the latest developments in technology.",search
"Search for online tutorials on how to play the violin.",search
"How do I write a resume?",search
"What are the best places to volunteer?",search
"Find the definition of the word 'epiphany'.",search
"Search for quotes about hope.",search
"What are the health benefits of a vegetarian diet?",search
"Find information on the history of philosophy.",search
"Can you create a piece of music?",search
"What are the effects of globalization?",search
"Find information on the latest trends in education.",search
"Search for DIY projects for woodworking.",search
"How do I change the oil in my car?",search
"What are the best ways to learn a new skill?",search
"Find the definition of the word 'sonder'.",search
"Search for quotes about creativity.",search
"What are the health benefits of laughter?",search
"Find information on the history of mathematics.",search
"Can you tell me a joke?",search
"Find the latest news on the COVID-19 pandemic.",search
"What is the weather forecast for London tomorrow?",search
"Search for recipes for gluten-free desserts.",search
"What are the best restaurants in New York City?",search
"Find information on the history of the Roman Empire.",search
"What are the symptoms of the flu?",search
"Can you translate this sentence into Spanish?",search
"Search for online courses on digital marketing.",search
"How can I improve my credit score?",search
"What are the benefits of meditation?",search
"Find the lyrics to the song 'Imagine' by John Lennon.",search
"What is the meaning of life?",search
"Can you tell me a joke?",search
"What is the airspeed velocity of an unladen swallow?",search
"Find information about the life of Albert Einstein.",search
"What are the different types of renewable energy?",search
"Search for reviews of the latest iPhone model.",search
"How do I make a reservation at this restaurant?",search
"Can you book a flight from London to Paris for next week?",search
"What are the best places to visit in Tokyo?",search
"Find information on the history of the French Revolution.",search
"What are the side effects of this medication?",search
"Can you convert US dollars to euros?",search
"Search for images of the Great Wall of China.",search
"What are the benefits of yoga?",search
"Find the opening hours of the local library.",search
"What are the benefits of mindfulness meditation?",search
"Find information on the history of the internet.",search
"Search for online tutorials on how to play the guitar.",search
"How do I get a passport?",search
"What are the best places to go hiking near me?",search
"Find the lyrics to the song 'Bohemian Rhapsody' by Queen.",search
"Search for information on the life of Nelson Mandela.",search
"What are the different types of clouds?",search
"Can you tell me a riddle?",search
"What is the meaning of the universe?",search
"What are the health benefits of a plant-based diet?", search
"Find the latest research on renewable energy sources.", search
"Explore different travel destinations for a family vacation.", search
"Look up the history and cultural significance of the Eiffel Tower.", search
"Search for DIY projects for home improvement.", search
"Find reviews and ratings for local restaurants.", search
"Investigate the current political landscape in the United States.", search
"Research different career paths in the field of data science.", search
"What are the ethical considerations of artificial intelligence?", search
"Search for information about upcoming cultural events in my city.", search
"What are the best practices for SEO optimization?",search
"How can I improve my website's visibility on search engines?",search
"What are some effective strategies for keyword research?",search
"Where can I find reliable sources for market research data?",search
"What are the latest trends in digital marketing?",search
"Where can I find tutorials on machine learning algorithms?",search
"What are the top programming languages for web development?",search
"How do I troubleshoot common computer issues?",search
"Where can I find reputable online courses for graphic design?",search
"What are the most popular social media platforms for businesses?",search
"Where can I read reviews for the latest smartphones?",search
"How do I create a budget for personal finance management?",search
"Where can I find templates for business proposals?",search
"What are some strategies for effective time management?",search
"How do I improve my presentation skills?",search
"Where can I find free resources for learning Spanish?",search
"What are the best practices for remote team collaboration?",search
"How do I start a blog and attract more readers?",search
"Where can I find templates for resume writing?",search
"What are the health benefits of practicing yoga?",search
"How do I choose the right workout routine for weight loss?",search
"Where can I find healthy recipes for meal planning?",search
"What are the latest fashion trends for spring/summer?",search
"How do I improve my photography skills?",search
"Where can I find tips for traveling on a budget?",search
"What are some must-visit destinations for solo travelers?",search
"How do I negotiate a salary during a job interview?",search
"Where can I find reviews for popular books and movies?",search
"What are the best practices for creating engaging social media content?",search
"Where can I find resources for learning meditation techniques?",search
"How do I tie a tie?",search
"What is the capital of France?",search
"Who is the author of 'To Kill a Mockingbird'?",search
"What is the weather forecast for New York tomorrow?",search
"How many ounces are in a pound?",search
"What is the population of Tokyo?",search
"Where can I buy tickets for a concert near me?",search
"How do I cook spaghetti al dente?",search
"What are the symptoms of COVID-19?",search
"Where is the nearest coffee shop?",search
"What time does the supermarket close today?",search
"How do I reset my password?",search
"What is the distance between Earth and Mars?",search
"Where can I find the lyrics to 'Bohemian Rhapsody'?",search
"How do I change a flat tire?",search
"What are the health benefits of green tea?",search
"Where can I find the best pizza in town?",search
"How do I plant tomatoes in my garden?",search
"What are the top tourist attractions in London?",search
"Where can I watch the latest episode of my favorite TV show?",search
"Where can I find affordable furniture for my apartment?",search
"What are the symptoms of a migraine headache?",search
"How do I clean a stainless steel sink?",search
"What are the benefits of practicing mindfulness meditation?",search
"What are the top 10 search engines and their market share?",search
"How does Google's search algorithm work?",search
"Can you analyze the effectiveness of different search engine marketing strategies?",search
"What are the most searched keywords in the past month?",search
"How do search engine rankings impact website traffic?",search
"Where can I find case studies on successful SEO campaigns?",search
"Can you analyze user behavior patterns in search engine results?",search
"What are the current trends in voice search technology?",search
"How do I interpret search analytics data to improve my website's performance?",search
"Where can I find data on search engine market trends?",search
"Can you analyze the impact of voice search on SEO?",search
"How do I perform keyword research for a new product launch?",search
"Where can I find search trends related to sustainable living?",search
"What are the best practices for optimizing content for search engines?",search
"Can you analyze the search intent behind specific keywords?",search
"How do I use Google Trends to identify trending topics?",search
"Where can I find studies on the relationship between search behavior and demographics?",search
"What are the top 10 search engines and their market share?",search
"How does Google's search algorithm work?",search
"What are the common search queries related to 'healthy recipes'?",search
"Where can I find statistics on global internet usage?",search
"Can you analyze the effectiveness of different search engine marketing strategies?",search
"What are the most searched keywords in the past month?",search
"How do I perform keyword research for a new product launch?",search
"Where can I find search trends related to sustainable living?",search
"What are the best practices for optimizing content for search engines?",search
"Can you analyze the search intent behind specific keywords?",search
"How do I use Google Trends to identify trending topics?",search
"Where can I find studies on the relationship between search behavior and demographics?",search
"Analyze the customer purchase history and identify any patterns in their buying behavior.",analysis
"Extract the names of the characters and their relationships from this novel.",analysis
"Summarize the main points of this historical document.",analysis
"Is there a correlation between air quality and respiratory illnesses?",analysis
"Compare the economic performance of different countries.",analysis
"Analyze the data from this clinical trial and evaluate the effectiveness of the new drug.",analysis
"Extract the gene sequences from this DNA sample.",analysis
"Summarize the main arguments presented in this philosophical text.",analysis
"Is there a difference in language development between bilingual and monolingual children?",analysis
"Compare the nutritional content of different food groups.",analysis
"Analyze the data from this social media campaign and identify the most engaging posts.",analysis
"Extract the hashtags and mentions from these tweets.",analysis
"Summarize the main findings of this environmental impact assessment.",analysis
"Is there a correlation between deforestation and climate change?",analysis
"Compare the energy consumption of different household appliances.",analysis
"Analyze the data from this psychological study and identify the factors that influence human behavior.",analysis
"Extract the names and contact information of potential investors from this list.",analysis
"Summarize the key points of this business plan.",analysis
"Is there a trend in the real estate market?",analysis
"Compare the architectural styles of different historical periods.",analysis
"analyze this pdf using internet",search
"analyze this pdf data by searching internet for context",search
"analyze the given document and find similar sources that talks about the same topic",search
what are the types of foods which cause diabetes,search
analysze choice of a particular customer to find the trend of his/her favoutite items,analysis
analyze movie choice of a customer,analysis
How to prepare a recipe,search
How to optimize performance of a code,search
How to build a website from scratch,search
analyze sales trend of a shop,analysis
Does handwriting of a specific person match?,analysis
can you analyze which batsman is best in powerplay on the basis of strike rate,analysis
Which player is suitable for a particular position in a team,analysis
Which batsman has the best record against Bumrah,analysis
Which batsman struggles against spinners,analysis
Where can I learn web development,search
Which online coaching is best for jee,search
Is the review positive or negative,analyze
Which state has the most number of tourist spots in India,search
Which country has the strongest defence system,analyze
Which team has the strongest batting lineup,analyze
Which team has the strongest bowling lineup,analyze
What are the effects of global warming,search
What is glucose level in blood in a normal human being,search
are there stairs in the picture,vision
Which book is best for learning calculas,analyze
What is the shortcut way to reach a place from my house,search
Benefits of coffee,search
What is amount of calories in a potato ,search
How does youtube algorithm work,search
What is normal rbc level in human blood,search
What are causes of air pollution,search
What are causes of water pollution,search
side effects of covid vaccines,search
which age groups have increased risk of heart disease ,analyze
Can you identify breed of cats in the picture,vision
Can you identify breed of dogs in the picture,vision
Can you identify breed of parrots in the picture,vision
Can you identify breed of lions in the picture,vision
Can you identify species of the tree in the picture,vision
Can you identify types of snakes in the picture,vision
Can you identify brand of the car in the picture,vision
Can you identify type of flower in the picture,vision
Is there any electric bike in the picture,vision
Extract all details of employees from company database,search
Find favourite genre of songs of a particular listener,analyze
Which batsman has most number of centuries in odi,search
Which batsman has most number of centuries in Test,search
Which batsman has most number of centuries in T20,search
Is there a ship in the picture,vision
Can you see stairs in the picture,vision
How can I learn stand up ,search
How can I get fund for start up,search
Which courses can be done to learn graphic designing,search
How can I learn video editing,search
How can I learn cooking,search
How can I learn driving,search
How can I learn swimming,search
How can I learn coding,search
How can I learn playing cricket,search
How can I learn self defence,search
How can I learn drawing,search
How can I learn music,search
Can you see tiger in the picture,vision
Can you see lion in the picture,vision
Can you see cat in the picture,vision
Can you see dog in the picture,vision
Can you see sheep in the picture,vision
Can you see fox in the picture,vision
Can you see frog in the picture,vision
Can you see wolf in the picture,vision
Can you see differences between two pictures,vision
Can you see human  in the picture,vision
Can you see elephant in the picture,vision
Can you see river in the picture,vision
Can you see letterbox in the picture,vision
Can you see cycle in the picture,vision
Can you see tanker in the picture,vision
Can you see aeroplane in the picture,vision
Can you see helicopter in the picture,vision
Can you see robot in the picture,vision
Can you see table in the picture,vision
Can you see chair in the picture,vision
Can you see box in the picture,vision
Can you see books in the picture,vision
Can you see pencil in the picture,vision
Can you see pen in the picture,vision
Can you see bottle in the picture,vision
Can you see computer in the picture,vision
Can you see key in the picture,vision
Can you see mobile in the picture,vision
Can you see bird in the picture,vision
Can you see crow in the picture,vision
Can you see earphone in the picture,vision
Can you see lock in the picture,vision
Can you see door in the picture,vision
Can you see bed in the picture,vision
Can you see bags in the picture,vision
Can you see tortoise in the picture,vision
Can you see goat in the picture,vision
Can you see penguin in the picture,vision
Can you see chicken in the picture,vision
Can you see waterfall in the picture,vision
Can you see bookshelf in the picture,vision
Can you see building in the picture,vision
Can you see mountain in the picture,vision
Show the shortest path from Kolkata to Madras,search
What is the average of Virat Kohli in odi,search
What is the average of Axar Patel in odi,search
What is the average of Viv Richards in odi,search
What is the average of Williamson in odi,search
What is the average of Root in test,search
What is the average of Williamson in test,search
What is the average of Hardik in odi,search
What is the average of Dhawan in odi,search
Analyze performance of a cricketer,analysis
Analyze performance of a basketball player,analysis
Analyze performance of a footballer,analysis
Analyze performance of a javlin thrower,analysis
Analyze performance of a swimmer,analysis
Analyze question papers of neet,analysis
Analyze question papers of gate,analysis
Analyze question papers of cat,analysis
Analyze placement trend of IIT Madras,analysis
Analyze placement trend of IIT Bombay,analysis
Analyze placement trend of IIT Roorkee,analysis
Analyze placement trend of IIT Kanpur,analysis
Analyze placement trend of IIT Patna,analysis
Analyze placement trend of IIT Gandhinagar,analysis
Analyze placement trend of IIT Delhi,analysis
Analyze placement trend of IIT Hydrabad,analysis
Analyze placement trend of NIT Suratkal,analysis
Analyze placement trend of VIT Vellore,analysis
Analyze placement trend of IIIT Bangalore,analysis
